Date,Open,High,Low,Close,Adj Close,Volume
2014-03-03,0.428156,0.428156,0.427789,0.428156,0.428156,0
2014-03-10,0.433125,0.433125,0.421425,0.427259,0.427259,0
2014-03-17,0.427259,0.433294,0.424502,0.431072,0.431072,0
2014-03-24,0.431072,0.445494,0.429019,0.443243,0.443243,0
2014-03-31,0.443243,0.448270,0.437426,0.442341,0.442341,0
2014-04-07,0.447708,0.461084,0.445454,0.451264,0.451264,0
2014-04-14,0.451692,0.455311,0.445038,0.448793,0.448793,0
2014-04-21,0.448793,0.455872,0.445038,0.446668,0.446668,0
2014-04-28,0.446668,0.454339,0.443538,0.448290,0.448290,0
2014-05-05,0.451467,0.454897,0.445951,0.453001,0.453001,0
2014-05-12,0.453001,0.457771,0.449640,0.454545,0.454545,0
2014-05-19,0.452427,0.457143,0.450532,0.450653,0.450653,0
2014-05-26,0.450653,0.453741,0.445613,0.449721,0.449721,0
2014-06-02,0.447067,0.449843,0.437254,0.445871,0.445871,0
2014-06-09,0.445911,0.453762,0.445137,0.450532,0.450532,0
2014-06-16,0.450532,0.453721,0.442654,0.449378,0.449378,0
2014-06-23,0.449055,0.459053,0.447628,0.455809,0.455809,0
2014-06-30,0.460130,0.460320,0.446329,0.452530,0.452530,0
2014-07-07,0.456496,0.456496,0.449438,0.450958,0.450958,0
2014-07-14,0.453885,0.456517,0.443282,0.449984,0.449984,0
2014-07-21,0.449984,0.455664,0.448571,0.450025,0.450025,0
2014-07-28,0.450025,0.453762,0.438520,0.443991,0.443991,0
2014-08-04,0.447247,0.447247,0.434009,0.438789,0.438789,0
2014-08-11,0.438789,0.444840,0.437675,0.443184,0.443184,0
2014-08-18,0.443125,0.448934,0.438443,0.439967,0.439967,0
2014-08-25,0.441989,0.450146,0.437637,0.448109,0.448109,0
2014-09-01,0.448109,0.451101,0.443833,0.446568,0.446568,0
2014-09-08,0.446867,0.449559,0.427332,0.440160,0.440160,0
2014-09-15,0.428302,0.431406,0.419833,0.422833,0.422833,0
2014-09-22,0.422958,0.425876,0.409819,0.413257,0.413257,0
2014-09-29,0.414405,0.416649,0.399521,0.407349,0.407349,0
2014-10-06,0.400657,0.424340,0.400577,0.419111,0.419111,0
2014-10-13,0.412712,0.420610,0.400176,0.411404,0.411404,0
2014-10-20,0.411404,0.413274,0.399202,0.405039,0.405039,0
2014-10-27,0.405383,0.418585,0.391834,0.414336,0.414336,0
2014-11-03,0.412609,0.412609,0.386832,0.389620,0.389620,0
2014-11-10,0.391573,0.395335,0.380952,0.385089,0.385089,0
2014-11-17,0.385089,0.398089,0.382424,0.398089,0.398089,0
2014-11-24,0.397757,0.401494,0.387777,0.395695,0.395695,0
2014-12-01,0.390488,0.393499,0.384098,0.386683,0.386683,0
2014-12-08,0.387072,0.388546,0.375150,0.377415,0.377415,0
2014-12-15,0.380286,0.380286,0.363003,0.376039,0.376039,0
2014-12-22,0.378903,0.379651,0.369522,0.371030,0.371030,0
2014-12-29,0.373371,0.379161,0.369809,0.376903,0.376903,0
2015-01-05,0.373427,0.380836,0.367823,0.375982,0.375982,0
2015-01-12,0.381534,0.385654,0.373274,0.378974,0.378974,0
2015-01-19,0.384157,0.392866,0.377487,0.388999,0.388999,0
2015-01-26,0.386982,0.392526,0.372384,0.373301,0.373301,0
2015-02-02,0.373301,0.377159,0.359829,0.364751,0.364751,0
2015-02-09,0.362542,0.363108,0.347923,0.353245,0.353245,0
2015-02-16,0.353920,0.356278,0.347126,0.349247,0.349247,0
2015-02-23,0.349150,0.353594,0.343018,0.344234,0.344234,0
2015-03-02,0.352510,0.352858,0.326073,0.333322,0.333322,0
2015-03-09,0.327043,0.327225,0.305623,0.308166,0.308166,0
2015-03-16,0.308233,0.311915,0.302087,0.303914,0.303914,0
2015-03-23,0.309492,0.323562,0.308328,0.314515,0.314515,0
