Date,Open,High,Low,Close,Adj Close,Volume
2014-03-03,102.089996,102.419998,102.089996,102.419998,102.419998,0
2014-03-10,102.430000,102.760002,100.709999,101.489998,101.489998,0
2014-03-17,101.480003,101.870003,100.279999,100.610001,100.610001,0
2014-03-24,100.639999,100.639999,99.125999,99.612000,99.612000,0
2014-03-31,99.667000,100.199997,98.890999,98.890999,98.890999,0
2014-04-07,99.517998,101.330002,98.888000,100.989998,100.989998,0
2014-04-14,100.660004,101.800003,100.400002,101.000000,101.000000,0
2014-04-21,101.209999,102.860001,100.980003,101.870003,101.870003,0
2014-04-28,101.769997,102.180000,100.989998,101.349998,101.349998,0
2014-05-05,101.459999,102.059998,100.750000,100.860001,100.860001,0
2014-05-12,101.089996,101.489998,97.963997,98.481003,98.481003,0
2014-05-19,98.555000,99.383003,98.017998,98.337997,98.337997,0
2014-05-26,98.504997,99.630997,98.068001,99.206352,99.206352,0
2014-06-02,99.167000,99.566002,98.788002,99.297997,99.297997,0
2014-06-09,99.042000,101.410004,98.877998,101.320000,101.320000,0
2014-06-16,101.349998,102.860001,101.010002,102.459015,102.459015,0
2014-06-23,102.250000,102.620003,101.639999,102.354141,102.354141,0
2014-06-30,102.269997,103.059998,101.480003,102.564102,102.564102,0
2014-07-07,102.410004,103.309998,101.980003,102.839996,102.839996,0
2014-07-14,102.879997,103.639999,102.370003,103.010002,103.010002,0
2014-07-21,103.010002,103.089996,101.730003,101.949997,101.949997,0
2014-07-28,101.970001,103.440002,101.349998,102.959999,102.959999,0
2014-08-04,103.000000,103.739998,102.199997,102.559998,102.559998,0
2014-08-11,102.550003,103.120003,101.150002,101.459999,101.459999,0
2014-08-18,101.919998,102.000000,99.905998,100.199997,100.199997,0
2014-08-25,100.070000,100.908173,99.853996,100.470001,100.470001,0
2014-09-01,100.339996,100.620003,98.119003,98.039215,98.039215,0
2014-09-08,97.671997,99.060997,96.737999,98.425194,98.425194,0
2014-09-15,97.246002,100.410004,97.246002,99.206352,99.206352,0
2014-09-22,99.276001,100.440002,98.544998,99.321999,99.321999,0
2014-09-29,99.714996,100.519997,98.089996,98.231827,98.231827,0
2014-10-06,98.296997,99.209999,97.888000,98.514000,98.514000,0
2014-10-13,98.611000,99.285004,97.009003,98.817001,98.817001,0
2014-10-20,98.727997,99.184998,97.744003,98.425194,98.425194,0
2014-10-27,98.223999,99.084000,96.917999,96.917999,96.917999,0
2014-11-03,98.237000,98.324997,97.056000,97.370979,97.370979,0
2014-11-10,97.497002,98.011002,96.204002,96.694000,96.694000,0
2014-11-17,96.598000,97.549004,96.189003,96.805420,96.805420,0
2014-11-24,96.511002,97.830002,96.331001,97.181732,97.181732,0
2014-12-01,97.106003,97.664001,85.421997,96.339111,96.339111,0
2014-12-08,96.445000,98.357002,96.170998,98.263000,98.263000,0
2014-12-15,98.224998,100.449997,97.853996,99.009903,99.009903,0
2014-12-22,98.708000,99.030998,98.004997,99.206352,99.206352,0
2014-12-29,98.849998,99.220001,96.993210,97.276268,97.276268,0
2015-01-05,96.850998,97.002998,93.709999,94.517960,94.517960,0
2015-01-12,94.306000,94.772003,93.046997,93.720711,93.720711,0
2015-01-19,93.611000,93.805000,91.722000,92.764381,92.764381,0
2015-01-26,91.992996,93.677002,91.986000,93.370682,93.370682,0
2015-02-02,93.530998,94.754997,92.448997,94.428703,94.428703,0
2015-02-09,94.431000,95.848999,94.254997,95.583000,95.583000,0
2015-02-16,95.417999,96.231003,95.079002,95.602295,95.602295,0
2015-02-23,95.514000,96.418999,94.449997,95.328888,95.328888,0
2015-03-02,95.002998,95.597000,93.938004,94.073380,94.073380,0
2015-03-09,94.050003,94.879997,92.570999,93.196648,93.196648,0
2015-03-16,93.066002,94.022003,90.557999,93.283585,93.283585,0
2015-03-23,93.208000,94.036003,92.200996,93.109871,93.109871,0
2015-03-30,92.948997,93.157997,91.717003,92.421440,92.421440,0
2015-04-06,92.583000,93.096001,90.839996,91.157700,91.157700,0
2015-04-13,91.031998,93.797997,90.842003,93.481003,93.481003,0
2015-04-20,93.653000,96.627998,93.223999,96.627998,96.627998,0
2015-04-27,96.688004,98.575996,96.210999,96.525101,96.525101,0
2015-05-04,96.538002,99.419998,95.504997,98.425194,98.425194,0
2015-05-11,98.360001,100.959999,98.005997,99.900101,99.900101,0
2015-05-18,99.779999,100.050003,98.228996,98.522163,98.522163,0
2015-05-25,98.248001,98.845001,97.163002,97.795998,97.795998,0
2015-06-01,97.427002,98.969002,96.500999,98.295998,98.295998,0
2015-06-08,97.323997,99.890999,97.309998,99.249001,99.249001,0
2015-06-15,99.723000,101.580002,99.163002,101.040001,101.040001,0
2015-06-22,100.790001,101.010002,99.589996,100.010002,100.010002,0
2015-06-29,99.613998,100.599998,98.741997,98.920998,98.920998,0
2015-07-06,98.694000,99.096001,97.325996,97.403000,97.403000,0
2015-07-13,98.262001,99.502998,98.009003,99.041000,99.041000,0
2015-07-20,99.036003,99.750999,98.737999,99.060997,99.060997,0
2015-07-27,99.488998,100.470001,99.170998,100.029999,100.029999,0
2015-08-03,99.943001,100.040001,98.455002,98.864998,98.864998,0
2015-08-10,98.708000,102.059998,98.570999,101.879997,101.879997,0
2015-08-17,101.910004,103.889999,100.419998,102.709999,102.709999,0
2015-08-24,103.500000,105.889999,101.370003,101.800003,101.800003,0
2015-08-31,101.959999,102.529999,100.440002,100.959999,100.959999,0
2015-09-07,101.300003,102.870003,101.089996,102.400002,102.400002,0
2015-09-14,102.320000,103.379997,101.699997,102.949997,102.949997,0
2015-09-21,102.330002,102.529999,100.129997,100.830002,100.830002,0
2015-09-28,100.580002,100.760002,98.939003,99.351997,99.351997,0
2015-10-05,99.267998,100.059998,98.664001,99.244003,99.244003,0
2015-10-12,98.933998,100.589996,98.912003,100.239998,100.239998,0
2015-10-19,99.717003,100.980003,99.414001,100.070000,100.070000,0
2015-10-26,99.487999,101.010101,99.126999,101.010101,101.010101,0
2015-11-02,100.970001,101.629997,98.844002,99.601593,99.601593,0
2015-11-09,100.120003,100.820000,99.697998,100.806450,100.806450,0
2015-11-16,100.459999,101.320000,99.924004,100.908173,100.908173,0
2015-11-23,100.360001,100.949997,99.836998,100.300903,100.300903,0
2015-11-30,100.220001,101.330002,99.275002,101.010101,101.010101,0
2015-12-07,100.650002,102.150002,99.849998,101.832993,101.832993,0
2015-12-14,102.050003,102.050003,98.593002,98.716682,98.716682,0
2015-12-21,98.789001,99.000000,97.694000,98.814232,98.814232,0
2015-12-28,98.369003,98.927002,97.487000,97.847359,97.847359,0
2016-01-04,97.482002,98.500999,96.339111,96.246391,96.246391,0
2016-01-11,97.028000,97.525002,95.972000,96.432014,96.432014,0
2016-01-18,96.625999,97.014999,95.639000,96.711800,96.711800,0
2016-01-25,96.360001,98.091003,95.998001,97.465889,97.465889,0
2016-02-01,96.681000,99.292999,96.397003,98.522163,98.522163,0
2016-02-08,98.398003,99.330002,97.692001,99.502487,99.502487,0
2016-02-15,98.841003,99.236000,97.430000,97.943192,97.943192,0
2016-02-22,97.896004,98.110001,94.813004,96.061478,96.061478,0
2016-02-29,95.245003,95.488998,94.015999,95.238098,95.238098,0
2016-03-07,95.135002,96.320000,94.355003,95.969292,95.969292,0
2016-03-14,96.222000,96.523003,94.625000,95.969292,95.969292,0
2016-03-21,95.933998,96.108002,93.843002,94.786728,94.786728,0
2016-03-28,94.546997,95.853996,93.841003,94.403999,94.403999,0
2016-04-04,94.405998,94.602997,93.301003,94.003998,94.003998,0
2016-04-11,94.022003,95.310997,93.635002,94.339622,94.339622,0
2016-04-18,94.502998,96.185997,93.978996,96.246391,96.246391,0
2016-04-25,96.292000,97.530998,95.735001,96.899223,96.899223,0
2016-05-02,97.010002,97.914001,95.961998,96.246391,96.246391,0
2016-05-09,96.058998,96.790001,95.580002,95.877274,95.877274,0
2016-05-16,95.917999,98.724998,95.696999,98.197998,98.197998,0
2016-05-23,97.695000,99.382004,97.459000,97.983002,97.983002,0
2016-05-30,98.000999,98.852997,96.622002,96.525101,96.525101,0
2016-06-06,96.495003,97.574997,95.510986,95.057037,95.057037,0
2016-06-13,95.154999,97.541000,94.446999,97.541000,97.541000,0
2016-06-20,98.476997,100.470001,90.167000,91.407677,91.407677,0
2016-06-27,91.044998,91.382004,89.021004,89.365501,89.365501,0
2016-07-04,89.219002,89.614998,86.379997,87.412590,87.412590,0
2016-07-11,86.887001,90.190002,86.324997,88.573959,88.573959,0
2016-07-18,88.865997,89.358002,87.653000,88.183418,88.183418,0
2016-07-25,88.153999,88.781998,87.858002,88.105728,88.105728,0
2016-08-01,88.093002,89.528000,87.000999,87.796310,87.796310,0
2016-08-08,87.407997,87.449997,86.310997,86.310997,86.310997,0
2016-08-15,86.389000,88.064003,86.031998,87.736000,87.736000,0
2016-08-22,87.737999,89.025002,87.507004,88.196999,88.196999,0
2016-08-29,88.103996,89.143997,87.584000,88.501999,88.501999,0
2016-09-05,88.491997,89.120003,87.929001,88.577003,88.577003,0
2016-09-12,88.698997,89.222000,87.188004,87.245003,87.245003,0
2016-09-19,87.302002,87.616997,86.061996,86.499001,86.499001,0
2016-09-26,86.541000,87.202003,86.005997,86.128998,86.128998,0
2016-10-03,86.042999,86.149002,81.614998,82.806000,82.806000,0
2016-10-10,82.805000,82.825996,81.190002,81.190002,81.190002,0
2016-10-17,81.235001,82.209999,81.036003,81.799004,81.799004,0
2016-10-24,81.766998,82.000999,80.779999,81.419998,81.419998,0
2016-10-31,81.471001,83.804001,81.129997,83.158997,83.158997,0
2016-11-07,83.418999,85.393997,81.939003,84.943001,84.943001,0
2016-11-14,84.954002,85.251999,83.734001,84.192001,84.192001,0
2016-11-21,84.003998,85.867996,83.853996,85.411003,85.411003,0
2016-11-28,85.507004,87.002998,84.992996,86.272003,86.272003,0
2016-12-05,86.276001,86.866997,84.632004,84.952003,84.952003,0
2016-12-12,84.943001,85.945999,83.986000,84.655998,84.655998,0
2016-12-19,84.750999,84.750999,82.889000,83.237999,83.237999,0
2016-12-26,83.361000,84.073997,83.070999,83.820000,83.820000,0
2017-01-02,83.892998,84.335999,83.304001,83.599998,83.599998,0
2017-01-09,83.514000,83.692001,81.988998,81.988998,81.988998,0
2017-01-16,82.085999,84.275002,81.758003,84.264000,84.264000,0
2017-01-23,84.319000,86.176003,84.268997,85.244003,85.244003,0
2017-01-30,85.672997,85.789001,83.606003,83.859001,83.859001,0
2017-02-06,83.838997,84.297997,83.195000,83.471001,83.471001,0
2017-02-13,83.431999,84.003998,82.848000,83.405998,83.405998,0
2017-02-20,83.352997,83.748001,83.007004,83.080002,83.080002,0
2017-02-27,82.622002,83.195000,81.627998,82.111000,82.111000,0
2017-03-06,81.980003,82.080002,80.865997,80.912003,80.912003,0
2017-03-13,80.914001,81.449997,79.514000,81.123001,81.123001,0
2017-03-20,81.101997,82.027000,80.595001,81.707001,81.707001,0
2017-03-27,81.858002,82.367996,80.444000,81.331001,81.331001,0
2017-04-03,81.321999,81.445000,79.469002,79.469002,79.469002,0
2017-04-10,79.519997,81.149002,79.476997,80.754997,80.754997,0
2017-04-17,80.777000,83.053001,80.609001,82.892998,82.892998,0
2017-04-24,82.896004,83.332001,82.010002,83.079002,83.079002,0
2017-05-01,83.126999,83.472450,82.398003,83.612038,83.612038,0
2017-05-08,83.389999,83.918999,82.582001,82.702003,82.702003,0
2017-05-15,82.762001,84.905998,82.471001,84.014999,84.014999,0
2017-05-22,83.851997,84.460999,82.418999,82.653999,82.653999,0
2017-05-29,82.644997,83.317001,82.378998,82.899002,82.899002,0
2017-06-05,82.869003,83.541000,81.271004,82.029999,82.029999,0
2017-06-12,82.028000,82.709000,81.433998,82.223000,82.223000,0
2017-06-19,82.336998,82.487000,81.371002,82.155998,82.155998,0
2017-06-26,82.202003,84.380997,81.861000,84.122002,84.122002,0
2017-07-03,84.096001,84.302002,83.108002,83.280998,83.280998,0
2017-07-10,83.278000,84.222000,82.657997,84.222000,84.222000,0
2017-07-17,84.447998,84.447998,83.323997,83.773003,83.773003,0
2017-07-24,83.723000,84.554001,83.711998,84.253998,84.253998,0
2017-07-31,84.216003,84.862999,82.949997,83.091003,83.091003,0
2017-08-07,83.056999,83.460999,82.500999,83.356003,83.356003,0
2017-08-14,83.413002,83.413002,82.107002,82.508003,82.508003,0
2017-08-21,82.490997,82.829002,81.822998,82.591003,82.591003,0
2017-08-28,82.575996,83.065002,82.167999,82.987000,82.987000,0
2017-09-04,82.994003,84.495003,82.706001,84.309998,84.309998,0
2017-09-11,84.160004,87.266998,84.088997,87.170998,87.170998,0
2017-09-18,87.039001,88.519997,86.438004,87.614998,87.614998,0
2017-09-25,87.500000,88.356003,87.264999,87.473999,87.473999,0
2017-10-02,87.456001,87.653000,85.217003,85.542000,85.542000,0
2017-10-09,85.547997,86.497002,85.348999,85.931000,85.931000,0
2017-10-16,85.967003,86.262001,85.079002,85.911003,85.911003,0
2017-10-23,85.786003,86.157997,84.605003,85.362999,85.362999,0
2017-10-30,85.213997,86.021004,84.192001,84.612000,84.612000,0
2017-11-06,84.580002,86.376999,84.452003,85.974998,85.974998,0
2017-11-13,85.456001,86.216003,85.181999,85.891998,85.891998,0
2017-11-20,85.712997,86.481003,85.667000,86.089996,86.089996,0
2017-11-27,86.014000,87.481003,85.185997,86.915001,86.915001,0
2017-12-04,87.021004,87.210999,86.000999,86.304001,86.304001,0
2017-12-11,86.383003,86.582001,85.191002,85.364998,85.364998,0
2017-12-18,85.292999,86.276001,85.292999,85.508003,85.508003,0
2017-12-25,85.549004,86.665001,85.426003,86.280998,86.280998,0
2018-01-01,86.223000,86.444000,85.653000,85.930000,85.930000,0
2018-01-08,85.870003,87.325996,85.553001,87.325996,87.325996,0
2018-01-15,87.322998,88.871002,87.013000,88.459000,88.459000,0
2018-01-22,88.601997,91.000000,88.526001,89.964996,89.964996,0
2018-01-29,89.892998,91.542999,89.084000,90.573997,90.573997,0
2018-02-05,90.508003,90.702003,88.689003,88.804001,88.804001,0
2018-02-12,88.762001,90.524002,88.635002,90.311996,90.311996,0
2018-02-19,90.352997,90.958000,90.007004,90.374001,90.374001,0
2018-02-26,90.633003,91.324997,89.496002,90.002998,90.002998,0
2018-03-05,89.967003,90.767998,89.526001,89.853996,89.853996,0
2018-03-12,90.008003,91.115997,89.963997,90.599998,90.599998,0
2018-03-19,90.693001,92.473000,90.481003,91.912003,91.912003,0
2018-03-26,91.935997,92.536003,91.148003,91.202003,91.202003,0
2018-04-02,91.385002,91.722000,90.572998,91.431999,91.431999,0
2018-04-09,91.486000,93.456001,91.346001,92.850998,92.850998,0
2018-04-16,92.946999,94.415001,92.698997,92.713997,92.713997,0
2018-04-23,92.692001,93.726997,91.594002,91.775002,91.775002,0
2018-04-30,91.711998,91.765999,90.140999,90.405998,90.405998,0
2018-05-07,90.410004,91.668999,90.410004,91.276001,91.276001,0
2018-05-14,91.261002,92.441002,91.165001,91.569000,91.569000,0
2018-05-21,91.610001,92.248001,90.077003,90.124001,90.124001,0
2018-05-28,90.333000,90.333000,89.028999,89.421997,89.421997,0
2018-06-04,89.448997,90.921997,89.151001,90.557999,90.557999,0
2018-06-11,90.558998,91.049004,89.690002,90.915001,90.915001,0
2018-06-18,90.335999,90.934998,89.232002,89.846001,89.846001,0
2018-06-25,89.989998,90.962997,89.675003,90.396004,90.396004,0
2018-07-02,90.397003,91.522003,89.990997,91.344002,91.344002,0
2018-07-09,91.460999,91.705002,89.676003,90.608002,90.608002,0
2018-07-16,90.589996,91.176003,89.220001,90.311996,90.311996,0
2018-07-23,90.343002,90.889999,89.807999,89.901001,89.901001,0
2018-07-30,89.890999,90.456001,88.985001,89.086998,89.086998,0
2018-08-06,89.102997,89.315002,87.670998,88.228996,88.228996,0
2018-08-13,87.889999,90.102997,87.825996,88.980003,88.980003,0
2018-08-20,89.343002,90.473999,88.632004,90.014999,90.014999,0
2018-08-27,89.960999,92.557999,89.658997,92.016998,92.016998,0
2018-09-03,91.741997,93.387001,91.273003,93.153999,93.153999,0
2018-09-10,92.804001,95.005997,92.804001,94.438004,94.438004,0
2018-09-17,93.943001,96.057999,93.943001,94.426003,94.426003,0
2018-09-24,94.472000,96.070999,94.291000,94.475998,94.475998,0
2018-10-01,94.537003,97.236000,94.537003,96.777000,96.777000,0
2018-10-08,96.821999,98.934998,96.432999,98.148003,98.148003,0
2018-10-15,96.441002,97.872002,95.448997,96.573997,96.573997,0
2018-10-22,95.865997,96.397003,93.564003,93.841003,93.841003,0
2018-10-29,93.817001,95.186996,93.482002,94.644997,94.644997,0
2018-11-05,94.769997,95.888000,94.052002,94.052002,94.052002,0
2018-11-12,93.789001,94.598999,91.580002,92.413002,92.413002,0
2018-11-19,92.107002,92.557999,90.228996,90.587997,90.587997,0
2018-11-26,90.557999,91.091003,88.702003,88.811996,88.811996,0
2018-12-03,88.969002,91.052002,88.969002,90.405998,90.405998,0
2018-12-10,90.792999,91.771004,89.950996,90.533997,90.533997,0
2018-12-17,90.441002,90.571999,88.254997,88.769997,88.769997,0
2018-12-24,88.741997,89.745003,88.403000,88.689003,88.689003,0
2018-12-31,88.733002,89.233002,87.757004,88.504997,88.504997,0
2019-01-07,88.499001,90.445000,88.044998,90.439003,90.439003,0
2019-01-14,90.425003,92.454002,90.286003,92.235001,92.235001,0
2019-01-21,91.625999,93.593002,91.392998,93.681999,93.681999,0
2019-01-28,93.695999,94.055000,92.933998,93.528000,93.528000,0
2019-02-04,93.457001,93.949997,91.792999,92.018997,92.018997,0
2019-02-11,92.039001,92.174004,90.706001,91.974998,91.974998,0
2019-02-18,92.029999,93.223999,92.029999,92.716003,92.716003,0
2019-02-25,92.786003,95.300003,92.485001,93.778000,93.778000,0
2019-03-04,93.941002,94.130997,91.037003,91.100998,91.100998,0
2019-03-11,90.774002,92.726997,90.597000,91.886002,91.886002,0
2019-03-18,91.651001,92.026001,89.825996,91.385002,91.385002,0
2019-03-25,91.277000,91.603996,89.953003,90.565002,90.565002,0
2019-04-01,90.403999,91.192001,89.504997,90.168999,90.168999,0
2019-04-08,90.181999,91.165001,90.005997,90.512001,90.512001,0
2019-04-15,90.514999,91.198997,90.031998,90.139999,90.139999,0
2019-04-22,90.149002,90.998001,90.084999,90.210999,90.210999,0
2019-04-29,90.225998,91.208000,89.964996,90.473000,90.473000,0
2019-05-06,90.853996,91.625999,90.502998,91.596001,91.596001,0
2019-05-13,91.060997,91.989998,89.376999,89.884003,89.884003,0
2019-05-20,89.455002,89.529999,87.689003,88.204002,88.204002,0
2019-05-27,88.259003,88.559998,87.514999,88.238998,88.238998,0
2019-06-03,87.918999,88.641998,87.266998,88.057999,88.057999,0
2019-06-10,88.224998,88.634003,87.542000,87.945000,87.945000,0
2019-06-17,87.938004,88.723999,87.035004,88.666000,88.666000,0
2019-06-24,88.750999,88.793999,87.257004,87.863998,87.863998,0
2019-07-01,87.521004,87.609001,85.597000,85.700996,85.700996,0
2019-07-08,85.724998,86.240997,85.265999,86.181000,86.181000,0
2019-07-15,86.176003,86.483002,85.108002,86.176003,86.176003,0
2019-07-22,86.141998,86.528000,85.208000,86.112999,86.112999,0
2019-07-29,85.228996,85.288002,83.308998,84.027000,84.027000,0
2019-08-05,84.692001,87.012001,84.663002,85.573997,85.573997,0
2019-08-12,85.239998,86.961998,85.239998,86.708000,86.708000,0
2019-08-19,86.505997,88.539001,86.285004,88.095001,88.095001,0
2019-08-26,87.670998,88.762001,86.902000,87.330002,87.330002,0
2019-09-02,86.869003,89.051003,86.318001,88.036003,88.036003,0
2019-09-09,88.003998,89.183998,87.123001,88.819000,88.819000,0
2019-09-16,88.696999,89.869003,88.527000,89.815002,89.815002,0
2019-09-23,88.625000,88.984001,86.573997,86.819000,86.819000,0
2019-09-30,86.665001,88.194000,86.449997,87.348999,87.348999,0
2019-10-07,87.348000,90.137001,86.619003,89.843002,89.843002,0
2019-10-14,89.469368,92.302048,89.088768,91.922028,91.922028,0
2019-10-21,91.719414,92.308189,90.700058,90.853638,90.853638,0
2019-10-28,90.819344,92.330261,90.651688,91.214447,91.214447,0
2019-11-04,91.209908,91.752289,90.752861,91.779938,91.779938,0
2019-11-11,91.291191,93.092163,91.132156,92.395508,92.395508,0
2019-11-18,92.528000,93.462662,92.020912,92.116028,92.116028,0
2019-11-25,92.254883,92.885674,91.582047,92.770157,92.770157,0
2019-12-02,92.632790,94.051376,92.351349,93.632103,93.632103,0
2019-12-09,93.711082,95.346313,92.649040,94.278099,94.278099,0
2019-12-16,94.401703,95.189262,92.343903,92.343903,92.343903,0
2019-12-23,92.404129,93.807114,91.954460,93.311752,93.311752,0
2019-12-30,93.531021,94.687607,93.397102,93.794456,93.794456,0
2020-01-06,93.852852,95.109657,92.494087,92.677391,92.677391,0
2020-01-13,92.696548,93.179626,91.670990,92.384399,92.384399,0
2020-01-20,92.391953,94.006851,92.146263,93.259193,93.259193,0
2020-01-27,93.237289,94.416321,92.421822,94.416321,94.416321,0
2020-02-03,94.296669,94.433670,92.041000,92.132843,92.132843,0
2020-02-10,92.168777,93.313850,91.846893,93.313850,93.313850,0
2020-02-17,93.299370,93.469200,92.016373,93.142754,93.142754,0
2020-02-24,93.081993,93.820107,92.040581,92.464439,92.464439,0
2020-03-02,92.802078,96.755783,92.028603,96.557281,96.557281,0
2020-03-09,96.785347,98.292999,90.690849,90.690849,90.690849,0
2020-03-16,91.264763,92.220108,85.392151,88.063667,88.063667,0
2020-03-23,87.709488,93.236977,87.296921,93.236977,93.236977,0
2020-03-30,93.987923,96.134537,92.194748,93.748466,93.748466,0
2020-04-06,93.160530,95.683273,92.614639,94.817001,94.817001,0
2020-04-13,94.957916,96.919510,94.738350,95.661331,95.661331,0
